

 ********* 2016-09-06 10:22:44 Duration: 00:00:37 *********
---------- SCRIPT CALLS ----------
     TOTAL     AVERAGE     LONGEST    SHORTEST      COUNT  ELEMENT
  millisec    microsec    microsec    microsec
       125         774       2,430         268        162  SELECT cwpc_basketItemRelation.BASKETITEMIDFROM,cwpc_basketItemRelation.BASKETITEMIDTO,cwpc_basketItemRelation.RELATIONNAME,cwpc_basketItemRelation.CWCREATED,cwpc_basketItemRelation.CWCREATEDBY,cwpc_basketItemRelation.LASTUPDATEDDATE,cwpc_basketItemRelation.UPDATEDBY,cwpc_basketItemRelation.BASKETID,cwpc_basketItemRelation.BASKETITEMRELATIONID,cwpc_basketItemRelation.INTERNALSTATE,cwpc_basketItemRelation.EFFECTIVEDATE,cwpc_basketItemRelation.STATUS,cwpc_basketItemRelation.SOURCE,cwpc_basketItemRelation.GUID,cwpc_basketItemRelation.PERCENTAGE,cwpc_basketItemRelation.USERFLAG FROM CWPC_BASKETITEMRELATION WHERE BASKETID=?
       122       1,532       2,020       1,176         80  SELECT T0.ID,T0.PARTYSPECIFICATION,T0.ENTITYSPECIFICATION,T0.DEPENDENTENTITYNAME,T0.ORDERID,T0.NAMEVALUESEARCHKEY,T0.NAMESEARCHKEY,T0.CWPARENTID,T0.OBJECTCLASS,T0.NAME,T0.VALUE,T0.DATA,T0.IDENTIFIER,T0.CREATEDBY,T0.CREATEDON,T0.UPDATEDON,T0.GUID,T0.OWNER FROM CWT_DO_RELATEDOBJECTS T0 WHERE T0.ID IN (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
       114         395         687         307        288  select
                                                           A.APPLICATIONCONTEXT,
                                                           A.AVERSION,
                                                           A.ZVERSION,
                                                           A.HASCOLLECTION,
                                                           A.HASNAMEVALUEPAIRS,
                                                           A.VERSION,
                                                           A.ISPENDING,
                                                           A.ASSOCIATIONTYPE,
                                                           A.DN,
                                                           A.VALIDFROMDATE,
                                                           A.VALIDTODATE,
                                                           A.CREATEDBY,
                                                           A.CREATEDDATE,
                                                           A.UPDATEDBY,
                                                           A.UPDATEDDATE,
                                                           A.STATE,
                                                           A.STATEDATE,
                                                           A.SELF,
                                                           A.ENTITYAPPLICATIONCONTEXT,
                                                           A.ENTITYTYPE,
                                                           A.ENTITYDN,
                                                           A.ISEXTERNALENTITY,
                                                           A.ASSOCENTITYAPPLICATIONCONTEXT,
                                                           A.ASSOCENTITYTYPE,
                                                           A.ASSOCENTITYDN,
                                                           A.ISEXTERNALASSOCENTITY,
                                                           A.DATA,
                                                           A.SEARCHTEXT
                                                           
                                                           from
                                                           
                                                            CWT_SR_ASSOCIATION A 
                                                           
                                                           
                                                           where 1=1
                                                           
                                                           
                                                           
                                                           
                                                           
                                                           
                                                           
                                                           
                                                           
                                                            and A.VERSION = ?
                                                           
                                                           
                                                           
                                                           
                                                             
                                                           
                                                           
                                                           
                                                           
                                                            
                                                           
                                                            and A.ASSOCENTITYAPPLICATIONCONTEXT = ?
                                                            and A.ASSOCENTITYTYPE = ?
                                                            and A.ASSOCENTITYDN = ? 
                                                            and A.ZVERSION = ?
                                                           
                                                           
                                                           order by A.VALIDFROMDATE DESC
       107         378         881         201        283  INSERT INTO cwpc_basketItemRelation(BASKETITEMIDFROM,BASKETITEMIDTO,RELATIONNAME,CWCREATED,CWCREATEDBY,LASTUPDATEDDATE,UPDATEDBY,BASKETID,BASKETITEMRELATIONID,INTERNALSTATE,EFFECTIVEDATE,STATUS,SOURCE,GUID,PERCENTAGE,USERFLAG) VALUES (?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?)
       101       1,253       3,535         385         81  SELECT itemId, pos, instanceKey, hasAttachment, state, process_id, parentId, search_key, relations, SEARCHINDEX FROM CWOrderItems WHERE topOrderId=? ORDER BY parentId,pos
        90         228         425         191        396  select
                                                           CWT_SR_SERVICE.ID,CWT_SR_SERVICE.VERSION,CWT_SR_SERVICE.TYPE,CWT_SR_SERVICE.SERVICECANDIDATE,CWT_SR_SERVICE.SERVICESPECIFICATION,CWT_SR_SERVICE.NAME,CWT_SR_SERVICE.ISSERVICEENABLED,CWT_SR_SERVICE.HASSTARTED,CWT_SR_SERVICE.ISMANDATORY,CWT_SR_SERVICE.STARTMODE,CWT_SR_SERVICE.ISSTATEFUL,CWT_SR_SERVICE.STATUSREASON
                                                           from
                                                           CWT_SR_SERVICE
                                                           
                                                           where 1=1
                                                            and ID = ?
                                                            and VERSION = ?
        78       1,431       2,342         990         55  UPDATE cwpc_basketItem SET BASKETID=?,ITEMCODE=?,CWCREATED=?,CWCREATEDBY=?,LASTUPDATEDDATE=?,UPDATEDBY=?,PARENTBASKETITEMID=?,RELATIONNAME=?,SEQUENCENO=?,REQUESTTIME=?,SEARCHTEXT=?,DATA=?,STATE=?,ACTION=?,CUSTOMERID=?,ACCOUNTID=?,LOCATIONID=?,SITEID=?,SERVICEDATE=?,FAMILY=?,CATEGORY=?,RELATIONS=?,ENTITYID=?,INTERNALSTATE=?,GROUPDIMENSIONS=?,SERIALNUMBER=?,SERVICEREGISTRYID=?,NOTES=?,GUID=?,PREVSTATUS=?,SOURCE=?,EFFECTIVEDATE=?,SERVICESTARTDATE=?,ITEMNOTES=?,ISCOMPLETED=?,DESCRIPTION=?,ASSIGNEDPRIORITY=?,BITYPE=?,BISPECIFICATION=?,DUEDATE=?,COMPLETIONDATE=?,PRODUCT=?,QUANTITY=?,RESOURCES=?,SERVICES=?,ATTRS=? WHERE BASKETITEMID=?
        65         227         457         193        288  select
                                                           CWT_SR_PRODUCT.ID,CWT_SR_PRODUCT.VERSION,CWT_SR_PRODUCT.NAME,CWT_SR_PRODUCT.PRODUCTSERIALNUMBER,CWT_SR_PRODUCT.ISBUNDLE,CWT_SR_PRODUCT.ISCUSTOMERVISIBLE,CWT_SR_PRODUCT.PRODUCTSPECIFICATION,CWT_SR_PRODUCT.PRODUCTOFFERING,CWT_SR_PRODUCT.QUANTITYAMOUNT,CWT_SR_PRODUCT.QUANTITYUNIT,CWT_SR_PRODUCT.DESCRIPTION
                                                           from
                                                           CWT_SR_PRODUCT
                                                           
                                                           where 1=1
                                                            and ID = ?
                                                            and VERSION = ?
        62         216         677         184        288  select
                                                           CWT_SR_RESOURCE.ID,CWT_SR_RESOURCE.VERSION,CWT_SR_RESOURCE.NAME,CWT_SR_RESOURCE.EXTERNALID,CWT_SR_RESOURCE.ISCOMPOUND,CWT_SR_RESOURCE.ISLOGICAL,CWT_SR_RESOURCE.TYPE,CWT_SR_RESOURCE.RESOURCENUMBER,CWT_SR_RESOURCE.SERIALNUMBER
                                                           from
                                                           CWT_SR_RESOURCE
                                                           
                                                           where 1=1
                                                            and ID = ?
                                                            and VERSION = ?
        54         340         606         266        159  SELECT T0.ID,T0.TYPE,T0.SITENAME,T0.REFSERVICEADDRESS,T0.REFCUSTOMER,T0.REFACCOUNT,T0.ACTIVE,T0.STARTACTIVITYDATE,T0.ENDACTIVITYDATE,T0.CWCREATEDBY,T0.CWCREATED,T0.UPDATEDBY,T0.CWDOCSTAMP,T0.CWORDERID,T0.LASTUPDATEDDATE,T0.CWPARENTID,T0.STARTDATETIME,T0.ENDDATETIME,T0.STATUS,T0.ATTRS FROM CWT_CUSTOMERSITE T0 WHERE T0.ID=?
        49         290         500         201        169  SELECT T0.BASKETID,T0.CWCREATED,T0.CWCREATEDBY,T0.LASTUPDATEDDATE,T0.UPDATEDBY,T0.CWORDERID,T0.STATE,T0.CWBASKETSTAMP FROM cwpc_basket T0 WHERE T0.BASKETID=?
        47         589       1,094         502         81  SELECT T0.CWDOCID,T0.CREATEDBY,T0.CREATIONDATE,T0.UPDATEDBY,T0.LASTUPDATEDDATE,T0.STATE,T0.METADATATYPE,T0.STATUS,T0.VISUALKEY,T0.PRODUCTCODE,T0.PARENTORDER,T0.OWNER,T0.STATE2,T0.HASATTACHMENT,T0.METADATATYPE_VER,T0.ORIGINAL_ORDER_ID,T0.SOURCE_ORDER_ID,T0.KIND_OF_ORDER,T0.ORDER_PHASE,T0.PROJECT_ID,T0.PROCESS_ID,T0.DUEDATE,T0.CWDOCSTAMP,T0.CWORDERSTAMP,T0.APP_NAME,T0.BASKETID,T0.OSTATE,T0.CUSTOMERID,T0.ACCOUNTID,T0.ORDERTYPE,T0.ORDERSUBTYPE,T0.RELATEDORDER,T0.ORDERNUM,T0.ORDVER,T0.EFFECTIVEDATE,T0.SUBMITTEDBY,T0.SUBMITTEDDATE,T0.PRICE,T0.ONETIMEPRICE,T0.PRICEDON,T0.CORRELATIONID,T0.QUOTEID,T0.CHANNEL,T0.EXPIRATIONDATE,T0.QUOTEEXPIRATIONDATE,T0.ASSIGNEDPRIORITY,T0.REQUESTEDSTARTDATE,T0.REQUESTEDCOMPLETIONDATE,T0.DESCRIPTION,T0.BITYPE,T0.EXTERNALORDERID,T0.ISBUNDLED,T0.NOTES,T0.ATTRS,T0.MODE_SC,T0.ISLOCKED,T0.RELATEDENTITIES,T0.REQUESTER,T0.BISPECIFICATION,T0.RELATEDSCS,T0.QUOTEON,T0.COMPLETIONDATE,T0.RELATEDORDERS,T0.EXTENDEDSTATE,T0.ORDERROLE,T0.ORDERIDREF FROM CWORDERINSTANCE T0 WHERE T0.CWDOCID=?
        45         293         721         202        155  SELECT T0.ID,T0.CWDOCSTAMP,T0.LASTUPDATEDDATE,T0.CWORDERCREATIONDATE,T0.CWORDERID,T0.CWPARENTID,T0.UPDATEDBY,T0.GUID,T0.SITEID,T0.SITETYPE,T0.SITEMOVETO,T0.SITEMOVEFROM,T0.STATUS,T0.SOURCE,T0.ADDRESSID FROM CWT_DO_SITE T0 WHERE T0.ID=?
        35         226         485         180        155  SELECT T0.ID,T0.CWDOCSTAMP,T0.CWORDERCREATIONDATE,T0.LASTUPDATEDDATE,T0.CWPARENTID,T0.CWORDERID,T0.UPDATEDBY,T0.ACCOUNTID,T0.GUID,T0.SOURCE,T0.STATUS FROM CWT_DO_ACCOUNT T0 WHERE T0.ID=?
        35         239         527         171        146  UPDATE cwpc_basketItem SET STATE=?,ACTION=?,SOURCE=?,BITYPE=? WHERE BASKETITEMID=?
        34         446         840         250         78  UPDATE cwpc_basketItem SET LASTUPDATEDDATE=?,DATA=?,SERVICEREGISTRYID=?,NOTES=? WHERE BASKETITEMID=?
        30         315         490         195         96  UPDATE cwpc_basketItem SET LASTUPDATEDDATE=?,NOTES=? WHERE BASKETITEMID=?
        28       3,147       6,956       1,720          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW9
        27       3,057       6,620       1,233          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW1
        26         346         673         180         77  SELECT CWORDERSTAMP FROM CWORDERINSTANCE WHERE CWDOCID=?
        26       2,954       6,697       1,277          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW11
        26         338         544         245         78  UPDATE cwpc_basketItem SET DATA=?,STATE=?,ACTION=?,CUSTOMERID=?,ACCOUNTID=?,SITEID=?,SERVICEREGISTRYID=?,NOTES=?,SOURCE=?,BITYPE=? WHERE BASKETITEMID=?
        25       2,887       6,548         976          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW5
        23       2,570       6,580       1,344          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW7
        22       2,513       5,511       1,076          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW17
        22         284         691         176         78  UPDATE cwpc_basketItem SET LASTUPDATEDDATE=?,SERVICEDATE=? WHERE BASKETITEMID=?
        21       2,401       5,318         913          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW14
        21       2,395       5,009         678          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW18
        20       2,280       3,172       1,176          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW3
        20       2,265       3,145       1,397          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW4
        20       2,224       4,071       1,075          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW1
        19       2,214       3,116       1,034          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW15
        19       2,196       3,549       1,043          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW9
        17         325         556         209         54  UPDATE cwpc_basketItem SET LASTUPDATEDDATE=?,SERVICEREGISTRYID=?,NOTES=? WHERE BASKETITEMID=?
        17       1,943       3,727         769          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW15
        17       1,897       4,619         834          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW9
        16       1,881       4,811         940          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW19
        16       1,873       3,515         799          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW13
        16       1,872       3,657         865          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW2
        16       1,858       3,944         855          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW5
        16       1,814       3,544         867          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW17
        16       1,800       2,753         630          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW15
        16      16,074      16,074      16,074          1  INSERT INTO srDataOrder(ID,CWORDERID,CWPARENTID,DATA) VALUES (?,?,?,?)
        16       1,784       5,632         733          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW6
        15       1,712       2,776         702          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW11
        15       1,686       2,007       1,253          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW2
        15         418         627         304         36  UPDATE cwpc_basketItem SET LASTUPDATEDDATE=?,DATA=?,SERIALNUMBER=?,SERVICEREGISTRYID=?,NOTES=? WHERE BASKETITEMID=?
        14       1,610       2,562         834          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW18
        14       1,568       2,337         683          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW8
        14       1,559       2,197         959          9  SELECT PROCESS_ID,PARENT_ID,ORDER_ID,ORDER_ITEM_ID,PROCESS_METADATYPE,ORDER_TYPE,STARTTIME,METADATATYPE_VER,REVISION,STATUS,PRIORITY,BUCKET_NO,CREATION_DATE,PE_CONVERSION_NUMBER,LAST_USED_DATE,ROOT_ID,PARENT_ACTIVITY,PDOC_IND,RESTART_DATE , process_data FROM CWPROCESS_NEW12
        13       1,522       3,462         797          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW16
        12         316         607         238         40  UPDATE cwpc_basketItem SET BASKETID=?,ITEMCODE=?,CWCREATED=?,CWCREATEDBY=?,LASTUPDATEDDATE=?,UPDATEDBY=?,PARENTBASKETITEMID=?,RELATIONNAME=?,SEQUENCENO=?,REQUESTTIME=?,DATA=?,STATE=?,ACTION=?,GUID=?,SOURCE=?,BITYPE=? WHERE BASKETITEMID=?
        12       1,395       3,146         610          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW13 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
        12       1,388       2,147         787          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_NEW10
        12       1,360       2,930         630          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW9 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
        11         432         913         230         27  UPDATE CWPACTIVITY_GLOBAL SET PARALLEL_COUNT=?,REPEAT_COUNT=?,STATUS=?,START_TIME_MS=?,START_TIME=?,END_TIME_MS=?,LONG_DATA_ID=?,COMPLETION_TIME=?,LONG_DATA_ID_SENT=? WHERE PROCESS_ID=? AND ACTIVITY_INDEX=?
        11       1,296       1,928         820          9  SELECT MSGID,SENDER_TYPE,CONSUMER_ID,OPERATION,SERIALIZATION_ID,ACTIVITY_INDEX,DOC_TYPE,SENDER_ID,CREATION_DATE, EARLIEST_CONSUME_TIME, PRIORITY, SENDER_BUCKET_NO, DISABLE  FROM CWPPARTICIPANT_GLOBAL_NEW3 WHERE (CONSUMER_ID IN(5676,5482,5574,5445,5589,2497,5575,5588,5587) OR CONSUMER_ID > 4999999999999999 )
        11       1,295       2,045         899          9  SELECT MSGID,REQUEST_TYPE,PROCESS_METADATYPE,PROCESS_ID,ORDER_ID,PARENT_ID,ROOT_ID,AVM_ID  FROM CWPUSERPROC_CMD_NEW17
